szerokość przekroju;wysokość przekroju;rozpiętość;stopień zbrojenia;średnica zbrojenia;Otulina;Moduł Younga stali;Moduł Younga betonu;Wytrzymałość betonu na rozciąganie;Obciążenie;Ugięcia
0.24;0.38;7;0.71;0.011;0.034;675;33;2.7;38.8;0.008888868
0.17;0.26;7.6;1.2;0.02;0.03;676;31;2.1;38;0.055234904
0.16;0.39;3.8;1.2;0.01;0.037;677;28;2.1;35.8;0
0.18;0.27;6;0.86;0.01;0.029;678;32;2.8;35.7;0.021633575
0.24;0.4;5;0.85;0.023;0.037;679;32;2.1;42.7;0.002549516
0.19;0.33;3.9;0.63;0.019;0.035;680;32;2.6;39.2;0.003621769
0.16;0.23;7.5;1.2;0.017;0.04;681;29;2.3;40.4;0.111691208
0.22;0.22;4;0.55;0.021;0.031;682;30;2.1;43.4;0.022256502
0.24;0.35;5.9;1.04;0.02;0.04;683;29;2;40.3;0.006761805
0.24;0.3;4.6;0.72;0.009;0.029;684;29;2.1;39.7;0.005787023
0.18;0.37;6.2;0.64;0.009;0.027;685;30;2.2;40.2;0.01136137
0.2;0.36;3.4;1.03;0.01;0.038;686;29;2.5;41.6;0
0.25;0.22;3.4;1.24;0.018;0.027;687;30;2.4;41.6;0.004006376
0.23;0.26;3.9;0.69;0.022;0.035;688;33;2.4;37.9;0.007202996
0.2;0.38;7.6;0.91;0.023;0.033;689;30;2.1;42.7;0.016367764
0.25;0.23;3.1;1.22;0.022;0.03;690;33;2.7;37.1;0.001479146
0.2;0.4;3.3;0.93;0.009;0.037;691;30;2.6;45;0
0.18;0.38;3;0.83;0.014;0.033;692;32;2.8;38.6;0
0.22;0.31;4;0.56;0.017;0.039;693;31;2.3;37.9;0.004912328
0.18;0.37;4;1.08;0.015;0.04;694;31;2.2;44.1;0.00195741
0.19;0.32;5.4;0.71;0.017;0.025;695;29;2.4;39.4;0.010163178
0.22;0.34;5;0.99;0.008;0.04;696;30;2.7;43.1;0.00386846
0.19;0.26;8;0.99;0.017;0.027;697;29;2.5;44.3;0.07103805
0.2;0.35;4;0.86;0.021;0.034;698;32;2.3;42.4;0.002361453
0.23;0.28;3.5;0.82;0.01;0.036;699;28;2.6;40.4;0.002331084
0.23;0.35;5.6;1.25;0.018;0.038;700;32;2.7;44.6;0.004029207
0.16;0.33;4.4;1.21;0.013;0.026;701;31;2.2;35.9;0.002718019
0.17;0.34;3.2;0.67;0.01;0.034;702;32;2.4;43.6;0.001930839
0.23;0.39;3.7;1;0.014;0.033;703;29;2.7;39;0
0.21;0.31;5.7;0.78;0.025;0.027;704;31;2.6;37.3;0.010555354
0.21;0.24;7.6;1.29;0.021;0.03;705;30;2;35.2;0.051438827
0.21;0.3;7.1;0.73;0.019;0.038;706;31;2.3;37;0.03019727
0.23;0.24;5.7;0.59;0.013;0.026;707;31;2.5;36.4;0.028912224
0.17;0.36;6.5;0.65;0.024;0.034;708;28;2.5;39.2;0.016817179
0.22;0.39;5.1;1.22;0.012;0.037;709;33;2.3;43.6;0.001774516
0.17;0.31;7.3;0.64;0.018;0.033;710;30;2.4;39.8;0.04130639
0.18;0.34;4.9;1.25;0.008;0.027;711;29;2.4;41.1;0.00290578
0.24;0.36;7.9;0.89;0.016;0.029;712;31;2.6;38.7;0.012762001
0.2;0.38;4.3;0.82;0.018;0.033;713;30;2.5;43.6;0.001891589
0.18;0.33;7.7;0.76;0.011;0.038;714;28;2.4;39;0.032234095
0.21;0.34;4.4;0.57;0.02;0.031;715;32;2.1;41.1;0.005047839
0.22;0.21;6.5;1.25;0.017;0.033;716;29;2.7;43.5;0.064080767
0.23;0.24;7.3;0.77;0.024;0.039;717;29;2.7;44.2;0.086779953
0.24;0.28;5;1.14;0.01;0.035;718;33;2.8;44.6;0.00696805
0.22;0.29;6.7;1.27;0.02;0.033;719;30;2.3;35;0.014507765
0.24;0.2;4.7;0.77;0.021;0.033;720;30;2.3;39.4;0.033755084
0.21;0.23;6.8;0.66;0.022;0.029;721;31;2.2;40.5;0.075759019
0.15;0.27;5.9;1.17;0.013;0.028;722;33;2.4;39.7;0.022685909
0.2;0.33;6.3;0.83;0.023;0.027;723;32;2.2;35.8;0.011362947
0.19;0.3;7.8;0.82;0.02;0.033;724;31;2.3;35.6;0.036977831
0.17;0.3;4.9;1.05;0.019;0.032;725;30;2.4;38.5;0.008080745
0.16;0.23;4.7;0.99;0.014;0.032;726;31;2.3;42.9;0.02545757
0.25;0.3;4.4;0.8;0.02;0.036;727;31;2.6;40.5;0.004159006
0.18;0.24;5;1.06;0.025;0.027;728;32;2.7;39.7;0.019171862
0.15;0.32;4.3;1.27;0.018;0.034;729;29;2.7;37.2;0.002939507
0.17;0.33;7.4;0.57;0.02;0.027;730;29;2.1;36.7;0.032442108
0.19;0.36;6.4;1.29;0.01;0.039;731;30;2.7;43.1;0.007141916
0.21;0.36;7.3;1.27;0.025;0.038;732;29;2.7;36.9;0.008078488
0.2;0.34;5.2;0.75;0.016;0.034;733;29;2.4;42.7;0.007368848
0.18;0.35;4.6;0.66;0.02;0.035;734;28;2.3;37.9;0.004979425
0.22;0.34;6.4;1.13;0.019;0.035;735;30;2.6;36.1;0.005948892
0.18;0.29;5.1;0.74;0.008;0.039;736;31;2.2;38.8;0.01383601
0.24;0.3;5.8;1.15;0.01;0.033;737;29;2.1;35.5;0.006551749
0.16;0.3;3.5;1.02;0.009;0.037;738;32;2.5;42.2;0.003008286
0.18;0.38;6.1;1.19;0.011;0.036;739;30;2.7;35.4;0.003003251
0.24;0.34;3;1.1;0.015;0.035;740;31;2.1;41.5;0
0.21;0.28;3.2;0.75;0.014;0.027;741;31;2.4;39.4;0.001936123
0.25;0.36;4.9;0.94;0.009;0.026;742;30;2.4;41.6;0.00109853
0.22;0.31;6.8;0.9;0.015;0.037;743;30;2;39;0.019010072
0.16;0.2;7.3;1.25;0.015;0.026;744;30;2.7;37.9;0.111943277
0.23;0.26;6.8;0.61;0.01;0.032;745;32;2.2;35.8;0.037272862
0.23;0.21;7.6;1.16;0.019;0.033;746;32;2.7;44.4;0.102681217
0.17;0.25;5.7;1.3;0.021;0.031;747;31;2.1;44.1;0.028022592
0.17;0.39;4.4;1.06;0.012;0.028;748;31;2;39.4;0.001589611
0.25;0.26;3.8;1.09;0.016;0.034;749;28;2.6;39.1;0.001950168
0.18;0.39;4.6;0.9;0.014;0.035;750;30;2.8;37.6;0
0.25;0.21;7.5;0.91;0.019;0.031;751;29;2.7;39.1;0.090706105
0.19;0.27;3.2;0.76;0.013;0.039;752;30;2.3;40.1;0.003735557
0.21;0.34;3.5;0.63;0.021;0.038;753;32;2.3;37.1;0.001567518
0.23;0.28;3.9;0.68;0.019;0.032;754;32;2.3;37;0.004329079
0.24;0.26;3.2;0.74;0.018;0.035;755;30;2.2;39.4;0.002991551
0.19;0.24;4.6;0.79;0.024;0.037;756;28;2.5;44.6;0.023954172
0.25;0.2;3;0.64;0.008;0.034;757;29;2.5;43.3;0.008248662
0.24;0.35;3.1;1.19;0.021;0.027;758;32;2.1;40.1;0
0.17;0.36;8;0.66;0.014;0.032;759;31;2.3;40.2;0.029059741
0.24;0.25;5.4;0.83;0.015;0.039;760;30;2.2;36.8;0.018782693
0.24;0.35;6.6;1.29;0.013;0.038;761;32;2.2;39.4;0.00581925
0.19;0.32;3.7;0.76;0.01;0.039;762;33;2.1;40.3;0.002984413
0.22;0.37;4.2;0.56;0.013;0.025;763;32;2.4;38.1;0.001657765
0.21;0.21;3.5;0.91;0.015;0.039;764;29;2;35.8;0.010505338
0.19;0.29;4;0.97;0.019;0.034;765;33;2.2;44.8;0.005375542
0.24;0.35;6.4;0.99;0.013;0.029;766;33;2.5;44.1;0.006809292
0.23;0.35;7.5;1.08;0.015;0.026;767;32;2.6;35.5;0.007233472
0.17;0.34;2.9;0.64;0.014;0.039;768;28;2.4;40.3;0.001088072
0.15;0.29;3.5;0.93;0.015;0.033;769;28;2.1;42.2;0.004448024
0.25;0.39;3.7;0.86;0.015;0.03;770;31;2.3;38;0
0.24;0.34;6.2;0.62;0.017;0.027;771;30;2.7;44.9;0.011037535
0.24;0.2;5;0.99;0.016;0.033;772;31;2.6;36.9;0.027424804
0.17;0.26;6;0.84;0.02;0.029;773;32;2.1;36.3;0.028619902
0.16;0.38;7.5;1.15;0.015;0.036;774;31;2.6;41.7;0.013938142
0.16;0.38;6.6;1.07;0.013;0.033;775;32;2.3;37;0.008021284
0.19;0.33;7.7;1.26;0.019;0.032;776;29;2.6;41.5;0.018888229
0.19;0.26;7.2;1.23;0.01;0.039;777;31;2.2;35.3;0.035662783
0.24;0.31;7.1;0.88;0.023;0.028;778;31;2.4;38.3;0.016269854
0.16;0.31;7;0.8;0.014;0.028;779;30;2;37.1;0.026733279
0.16;0.26;6.5;0.53;0.021;0.039;780;31;2.4;44.7;0.078303819
0.22;0.33;5.1;0.72;0.014;0.029;781;30;2.3;37.8;0.00499577
0.2;0.3;5;0.62;0.016;0.034;782;29;2.2;42.2;0.012147228
0.17;0.3;7.5;1.23;0.015;0.032;783;32;2.5;42.2;0.029681243
0.18;0.34;6.5;0.81;0.01;0.036;784;32;2.1;38.7;0.014211482
0.21;0.32;7.8;0.78;0.024;0.027;785;31;2.6;42.6;0.028836025
0.24;0.35;4.7;0.78;0.022;0.029;786;28;2.2;42.8;0.002799681
0.22;0.27;2.8;1.13;0.014;0.027;787;28;2.7;38.2;0
0.16;0.27;8;0.96;0.02;0.026;788;30;2.4;38.9;0.060943028
0.25;0.29;5;0.99;0.011;0.028;789;31;2.1;43.6;0.00604354
0.19;0.27;7.3;0.63;0.011;0.027;790;28;2.5;43.7;0.055984134
0.16;0.32;3.7;0.92;0.013;0.035;791;31;2.4;44.9;0.003255196
0.19;0.29;6.7;0.68;0.018;0.039;792;31;2.5;37.4;0.031296155
0.22;0.32;7.1;1.15;0.01;0.036;793;30;2.2;42.3;0.015346666
0.2;0.21;6.3;1.05;0.016;0.032;794;32;2.7;44.8;0.06596528
0.24;0.38;3.9;0.58;0.022;0.033;795;29;2;43.5;0.001572612
0.15;0.32;4.5;0.54;0.02;0.027;796;29;2.6;39.9;0.008886344
0.22;0.38;3.2;0.88;0.012;0.027;797;31;2.1;35.2;0
0.18;0.28;4.1;0.77;0.013;0.032;798;32;2.4;40.9;0.006785457
0.16;0.22;2.9;0.95;0.02;0.027;799;31;2.6;40.9;0.005276211
0.24;0.27;7.2;0.67;0.022;0.031;800;31;2.4;42.8;0.042720524
0.23;0.33;7.3;0.63;0.02;0.039;801;33;2.2;42;0.024535879
0.16;0.27;6.8;0.79;0.012;0.033;802;30;2.6;37.5;0.041156838
0.17;0.32;5.3;0.52;0.025;0.026;803;31;2.2;44.2;0.015620437
0.22;0.21;6.6;0.65;0.008;0.029;804;29;2.6;41.6;0.079199559
0.16;0.22;3;0.51;0.013;0.03;805;29;2.8;40.1;0.009667858
0.23;0.21;4.6;1.3;0.016;0.029;806;30;2.5;42.6;0.015198314
0.22;0.39;7.4;0.66;0.019;0.035;807;31;2.3;40.5;0.012319603
0.25;0.4;4.2;1.22;0.015;0.033;808;30;2.7;36.8;0
0.17;0.32;4;1.19;0.017;0.034;809;31;2.7;35.6;0.000918637
0.16;0.29;6.5;1.05;0.025;0.037;810;30;2.4;42.8;0.030261187
0.25;0.37;7.9;1;0.016;0.031;811;32;2.5;43.2;0.010248211
0.19;0.37;5.1;0.74;0.017;0.031;812;28;2.6;37.1;0.002920895
0.16;0.3;6.3;1.11;0.01;0.027;813;30;2.5;35.7;0.013507151
0.15;0.4;7.5;0.68;0.008;0.031;814;28;2.2;41;0.017680649
0.23;0.39;6.2;1.2;0.02;0.034;815;29;2.5;42.2;0.001861219
0.18;0.28;5.8;0.52;0.021;0.037;816;31;2.2;39.2;0.030786339
0.24;0.36;4.5;0.99;0.014;0.027;817;30;2.3;42.6;0
0.23;0.24;3.9;1.09;0.024;0.027;818;33;2.3;41.6;0.00565129
0.25;0.22;3.1;0.77;0.012;0.032;819;32;2.2;37.7;0.003966389
0.19;0.27;3;0.98;0.011;0.033;820;31;2.8;42.8;0.001239555
0.16;0.32;7.4;1.03;0.009;0.031;821;32;2.3;38.4;0.022763392
0.22;0.24;6.9;0.8;0.02;0.025;822;30;2.7;35.6;0.039247736
0.22;0.32;5.1;1.25;0.017;0.033;823;28;2;43.2;0.004321065
0.2;0.24;5.4;0.85;0.021;0.039;824;30;2.6;37;0.026319911
0.24;0.35;4.1;0.58;0.022;0.039;825;32;2.7;35.2;0.001107551
0.24;0.37;7.2;1.01;0.016;0.037;826;30;2.3;42.6;0.008479452
0.2;0.34;4;1.16;0.023;0.032;827;31;2.5;41.4;0
0.19;0.36;3.1;1.13;0.015;0.031;828;28;2.4;44.3;0
0.22;0.22;3.2;0.71;0.011;0.027;829;30;2.7;38.7;0.004588741
0.24;0.28;4.8;0.68;0.023;0.039;830;31;2.6;35.2;0.007834927
0.21;0.4;4.1;1.13;0.019;0.033;831;28;2.6;36.3;0
0.21;0.37;6.9;0.55;0.023;0.025;832;31;2.7;35.3;0.010126638
0.16;0.4;5;0.61;0.017;0.026;833;33;2.1;37.2;0.003921876
0.18;0.36;3.7;1.26;0.025;0.03;834;31;2.6;42.5;0
0.19;0.37;6.2;1.23;0.02;0.03;835;33;2.5;42.6;0.004946301
0.23;0.24;3.2;1;0.009;0.03;836;32;2.2;41.2;0.002501169
0.19;0.23;4.6;1.15;0.025;0.033;837;28;2.4;40.4;0.016702738
0.2;0.37;6.8;0.8;0.017;0.039;838;29;2.1;43.4;0.012647747
0.2;0.33;6.2;1.05;0.024;0.029;839;31;2.7;37.1;0.006640876
0.17;0.26;4;1.17;0.019;0.031;840;29;2.4;35.5;0.004683833
0.19;0.3;3.9;1.25;0.02;0.04;841;33;2.5;37.7;0.001863276
0.19;0.26;3.6;0.99;0.024;0.039;842;32;2.4;37.1;0.004493334
0.17;0.3;7.9;1.04;0.024;0.027;843;30;2.3;36.3;0.032149289
0.17;0.34;4.2;0.84;0.009;0.028;844;29;2.5;37.6;0.001841922
0.15;0.25;8;0.95;0.009;0.028;845;33;2.3;36.4;0.071391443
0.16;0.38;5.2;0.57;0.022;0.036;846;32;2.6;40.6;0.006890493
0.17;0.31;3.1;0.56;0.025;0.039;847;30;2.8;42.5;0.002711354
0.21;0.27;7.4;1.01;0.025;0.026;848;32;2.5;36.8;0.029681013
0.19;0.36;6.1;1.07;0.023;0.034;849;30;2.2;41.8;0.007133017
0.18;0.23;7.6;1.2;0.019;0.032;850;29;2.8;41.8;0.08002994
0.18;0.28;7;1.01;0.013;0.031;851;31;2.6;40.6;0.028955954
0.22;0.3;6;1.13;0.021;0.039;852;33;2.1;35.3;0.009560676
0.16;0.31;6.5;1.18;0.013;0.031;853;29;2.7;35.2;0.011861993
0.22;0.22;4.9;1.02;0.024;0.039;854;32;2.3;44.8;0.027579408
0.19;0.23;3.1;1.22;0.016;0.038;855;29;2.5;36.9;0.002892101
0.2;0.33;6.3;0.91;0.01;0.029;856;28;2.7;42.2;0.009164945
0.17;0.37;3;0.91;0.023;0.026;857;29;2.2;36.5;0
0.18;0.35;5.7;0.94;0.012;0.04;858;31;2.4;36.4;0.005866285
0.2;0.27;7.3;1.24;0.025;0.027;859;29;2.2;42.8;0.033388435
0.21;0.31;5.5;0.89;0.008;0.03;860;30;2.6;38.4;0.0058309
0.19;0.22;4;0.58;0.013;0.036;861;29;2.5;42.4;0.020720717
0.22;0.33;7.3;1.03;0.016;0.025;862;30;2.4;37.6;0.010307951
0.24;0.37;7.3;0.58;0.016;0.031;863;30;2.7;36;0.009511659
0.2;0.37;4.3;0.67;0.024;0.032;864;32;2.5;41.3;0.00209972
0.21;0.35;7.1;1.02;0.009;0.032;865;32;2.5;41.7;0.009820639
0.17;0.33;6.1;1.16;0.014;0.035;866;29;2.5;44.9;0.01110393
0.2;0.33;4.4;1.04;0.014;0.033;867;31;2.7;42.1;0.001556237
0.16;0.39;4.7;0.82;0.02;0.027;868;32;2.1;43;0.003209198
0.17;0.31;7.1;0.91;0.016;0.037;869;29;2.3;43.1;0.029257018
0.18;0.38;6.3;0.56;0.012;0.026;870;33;2.6;40.8;0.009447447
0.21;0.23;3.4;1.17;0.025;0.026;871;31;2.5;42.6;0.003876021
0.21;0.26;7.6;0.9;0.019;0.028;872;29;2.2;40.9;0.047235634
0.21;0.23;3.2;1.12;0.011;0.03;873;31;2.1;42.2;0.003434008
0.24;0.23;7.5;0.6;0.016;0.033;874;29;2.8;42.6;0.088862351
0.21;0.27;3.1;1;0.018;0.035;875;31;2.1;42.9;0.001961438
0.21;0.33;5.4;1.07;0.014;0.027;876;30;2.2;41.7;0.004258328
0.15;0.21;7.3;0.62;0.019;0.027;877;33;2.2;36.2;0.139953784
0.21;0.38;6.5;1.16;0.023;0.03;878;33;2.1;36;0.003690738
0.15;0.4;3;1.2;0.018;0.029;879;31;2.2;41.2;0
0.23;0.32;2.9;0.82;0.013;0.03;880;32;2.7;38;0
0.16;0.26;3.4;1.16;0.019;0.037;881;30;2.6;35.6;0.002814638
0.2;0.36;5.5;0.59;0.025;0.035;882;29;2.6;36.7;0.005884304
0.24;0.27;4.8;1.22;0.023;0.035;883;31;2.8;38.1;0.003447998
0.25;0.38;3.2;0.62;0.016;0.029;884;33;2.1;42.2;0
0.25;0.32;3.9;1.13;0.016;0.03;885;29;2.6;42.1;0
0.24;0.3;3;0.98;0.01;0.035;886;31;2.1;42.3;0
0.23;0.25;7.9;1.03;0.008;0.026;887;32;2.3;44.4;0.047037102
0.22;0.28;3.5;0.65;0.017;0.028;888;28;2.8;44;0.002482515
0.21;0.21;3;0.63;0.023;0.029;889;32;2.5;42.6;0.007601988
0.15;0.39;3.6;1.01;0.018;0.025;890;30;2.1;35.6;0
0.2;0.24;7.7;0.53;0.011;0.028;891;30;2.1;35.5;0.079700631
0.23;0.35;6.7;1.23;0.025;0.038;892;32;2.2;43.4;0.007870782
0.16;0.24;7.4;0.62;0.023;0.04;893;31;2.2;36.7;0.108641745
0.22;0.39;3.6;0.72;0.016;0.028;894;31;2.5;41.5;0
0.2;0.35;7.2;0.57;0.02;0.031;895;28;2.6;41.7;0.019693913
0.17;0.34;7.1;0.86;0.022;0.037;896;32;2.6;41;0.019342551
0.19;0.25;6;1.1;0.021;0.03;897;30;2.1;37.3;0.023191123
0.22;0.25;3.5;1.04;0.012;0.029;898;29;2.1;44.6;0.003313028
0.24;0.27;6.1;1.21;0.021;0.029;899;32;2.3;36;0.00987908
0.18;0.27;4.4;0.97;0.008;0.035;900;29;2.8;38.9;0.005766615
0.18;0.27;4.5;1.16;0.016;0.039;901;30;2.1;35.7;0.006825815
0.24;0.22;6.7;0.97;0.022;0.04;902;31;2.6;43.9;0.064480334
0.18;0.27;6.7;1.17;0.023;0.036;903;31;2.5;36.1;0.025330567
0.16;0.24;3;1.27;0.015;0.032;904;28;2.2;43.9;0.00335276
0.2;0.22;3.5;0.67;0.013;0.032;905;29;2.3;38.2;0.008926008
0.24;0.3;5.5;0.64;0.023;0.039;906;30;2.2;43.9;0.013405172
0.18;0.38;6.2;0.5;0.009;0.031;907;29;2.7;43.5;0.010795085
0.2;0.37;2.9;0.69;0.009;0.028;908;33;2.5;41.7;0
0.18;0.35;7.2;0.91;0.015;0.04;909;32;2.5;36.3;0.013335182
0.23;0.33;7.8;0.91;0.017;0.029;910;32;2.5;40.4;0.015851093
0.19;0.23;4.2;1.07;0.023;0.031;911;30;2.4;43.3;0.012357438
0.17;0.32;6.2;0.66;0.018;0.026;912;28;2.4;35.2;0.013812235
0.22;0.37;7.4;1.21;0.022;0.026;913;31;2.7;36.4;0
0.22;0.22;8;0.9;0.02;0.032;914;29;2.3;43.1;0.109482623
0.19;0.29;6.1;0.91;0.014;0.039;915;32;2.5;36.2;0.015001727
0.22;0.38;7.5;1.26;0.009;0.032;916;28;2.5;38.9;0
0.24;0.26;6.7;0.7;0.016;0.031;917;31;2.8;35.8;0.024823155
0.16;0.31;3.4;0.91;0.023;0.036;918;28;2.5;40;0.001813044
0.24;0.23;6.3;0.84;0.017;0.038;919;33;2.7;43.4;0.042572637
0.24;0.29;7.5;0.91;0.023;0.039;920;30;2.8;42.1;0.027921073
0.17;0.22;5.7;0.71;0.013;0.026;921;29;2.5;37.9;0.042916029
0.21;0.33;7.3;1.16;0.008;0.034;922;32;2.2;39.1;0.011496474
0.16;0.23;4.5;0.72;0.022;0.033;923;32;2.2;40.3;0.023782358
0.16;0.3;7;0.89;0.015;0.038;924;31;2.1;36.1;0.026966769
0.25;0.23;5.1;0.57;0.017;0.028;925;31;2;42.5;0.023954957
0.22;0.39;6;0.79;0.024;0.033;926;31;2.5;43;0.004154639
0.22;0.26;3.7;1.24;0.014;0.037;927;30;2.5;42.7;0.002167526
0.16;0.26;7.5;0.51;0.02;0.028;928;32;2;41.1;0.085258083
0.18;0.33;3.5;0.77;0.009;0.036;929;32;2.2;40.6;0.001593765
0.24;0.35;6.4;1.13;0.008;0.039;930;28;2.5;42.5;0.003552597
0.24;0.4;3.4;1.27;0.01;0.038;931;28;2;39.6;0
0.25;0.21;7.4;1.06;0.013;0.03;932;32;2.6;39.6;0.061076948
0.24;0.29;5.2;0.83;0.025;0.034;933;29;2.2;44.8;0.009648512
0.21;0.33;7.5;0.51;0.011;0.037;934;30;2.4;41.4;0.028466583
0.18;0.25;6.9;0.52;0.015;0.028;935;29;2.3;40.6;0.064283975
0.18;0.28;7.5;0.85;0.022;0.03;936;29;2.6;43.1;0.044172791
0.21;0.34;6.3;0.64;0.019;0.028;937;29;2.4;36.2;0.008886411
0.18;0.28;6;0.85;0.02;0.036;938;30;2.6;38.8;0.020096743
0.15;0.37;4.4;0.91;0.022;0.035;939;33;2.8;37.1;0.001672639
0.19;0.33;3.7;0.77;0.021;0.039;940;33;2.8;42.1;0.001655979
0.21;0.33;6;0.54;0.022;0.035;941;31;2.4;36.4;0.011430473
0.24;0.38;4.7;0.95;0.016;0.037;942;28;2.4;43.5;0
0.2;0.25;5.5;1.2;0.008;0.034;943;30;2.1;35.2;0.012530115
0.17;0.35;3.6;0.8;0.011;0.04;944;30;2.4;36.2;0.000789313
0.24;0.34;6.1;1.25;0.011;0.026;945;29;2.5;40.5;0
0.24;0.35;7.6;1.28;0.025;0.032;946;30;2.8;36.1;0
0.2;0.36;3.5;0.81;0.023;0.03;947;33;2.7;40;0
0.2;0.29;7.7;1.06;0.009;0.028;948;29;2.5;35.6;0.020096846
0.24;0.21;7.1;0.99;0.024;0.035;949;31;2.5;36.4;0.066971417
0.2;0.33;8;0.58;0.01;0.025;950;30;2.4;35.4;0.023436032
0.24;0.26;4.1;0.8;0.013;0.031;951;30;2;41.1;0.0053004
0.2;0.24;6.8;0.84;0.016;0.039;952;30;2;42.6;0.057574898
0.19;0.39;6.1;1.18;0.015;0.035;953;32;2.8;42.7;0.002147548
0.23;0.27;3.8;0.83;0.021;0.036;954;32;2.6;38.4;0.002804841
0.16;0.34;4.1;0.57;0.011;0.04;955;32;2.5;43.5;0.004754135
0.16;0.23;7.5;1.23;0.014;0.031;956;30;2.7;37.9;0.066554819
0.15;0.37;7.8;0.71;0.011;0.025;957;30;2.6;40.8;0.020306079
0.18;0.22;7.9;0.73;0.022;0.039;958;28;2.7;39.8;0.154243019
0.19;0.4;6.7;1.18;0.021;0.03;959;29;2.3;36.9;0.002414191
0.17;0.22;3.6;1.09;0.024;0.026;960;28;2.3;37.7;0.007258681
0.19;0.31;5.8;1.23;0.024;0.032;961;29;2.4;43.8;0.008710434
0.22;0.37;7.5;1.12;0.011;0.034;962;32;2.6;43.1;0.007024368
0.17;0.38;6;1.2;0.018;0.028;963;31;2.2;43.1;0.004423844
0.16;0.3;3.8;0.89;0.021;0.034;964;31;2;42.3;0.004283513
0.21;0.4;4.7;1.15;0.022;0.038;965;29;2.3;41.3;0
0.22;0.32;7.5;1.1;0.015;0.037;966;30;2.4;38.9;0.014115465
0.17;0.29;3.6;0.61;0.018;0.032;967;30;2.6;35.7;0.003237467
0.23;0.4;5;0.67;0.014;0.031;968;29;2.1;41.4;0.001663845
0.2;0.35;7;0.54;0.021;0.035;969;32;2.1;41.1;0.018722327
0.25;0.21;5.6;0.66;0.01;0.032;970;30;2.2;36.7;0.033472112
0.21;0.38;2.9;1.11;0.015;0.029;971;33;2.1;38.7;0
0.22;0.21;6.9;0.82;0.012;0.037;972;30;2.7;40.3;0.07808841
0.16;0.31;6.3;1.11;0.022;0.036;973;29;2.6;42.6;0.016385167
0.21;0.39;5.3;0.66;0.011;0.034;974;32;2.6;36.1;0.00162414
0.18;0.27;7.3;0.55;0.009;0.037;975;29;2.4;44.7;0.064944849
0.21;0.36;3.9;1.16;0.024;0.035;976;28;2.1;37.4;0
0.16;0.21;6.3;0.91;0.014;0.028;977;31;2.4;41.6;0.069168094
0.19;0.3;6.3;0.99;0.014;0.032;978;31;2.3;41.8;0.014437686
0.21;0.24;7.5;0.97;0.014;0.036;979;29;2.1;35.9;0.051271809
0.17;0.36;7.5;0.51;0.022;0.033;980;30;2.3;41.7;0.026283973
0.24;0.31;7.3;1.17;0.024;0.026;981;31;2.1;39.2;0.011562703
0.22;0.33;6.3;1.11;0.018;0.034;982;31;2.6;39;0.004848796
0.16;0.33;3.2;0.91;0.019;0.028;983;30;2.4;39.2;0
0.25;0.31;5.6;0.74;0.024;0.03;984;33;2.6;42.9;0.007185171
0.2;0.21;6;0.67;0.015;0.026;985;31;2.6;40.8;0.05365893
0.2;0.2;7.2;0.56;0.011;0.028;986;28;2.2;41.4;0.135437315
0.21;0.28;3.6;0.89;0.02;0.03;987;29;2.2;40.6;0.002080618
0.18;0.21;4.4;1.13;0.019;0.026;988;29;2.7;39.3;0.014437821
0.24;0.35;5.8;0.54;0.011;0.037;989;31;2.6;44.2;0.007494574
0.2;0.28;4;0.58;0.019;0.026;990;28;2.5;37;0.004253685
0.19;0.4;6.2;1.27;0.018;0.029;991;32;2.5;38.7;0
0.17;0.31;4.5;0.62;0.023;0.036;992;33;2;35;0.006507486
0.25;0.34;4.1;0.96;0.016;0.038;993;32;2.4;36.5;0
0.19;0.25;6.6;1.11;0.019;0.04;994;30;2.7;35.9;0.03050152
0.16;0.38;6.5;0.69;0.018;0.031;995;28;2.2;44.8;0.012243011
0.22;0.25;4.5;0.77;0.011;0.033;996;29;2.7;37.4;0.007068361
0.22;0.25;4.3;1.01;0.011;0.038;997;28;2.8;40.4;0.004957472
0.21;0.34;3.1;0.55;0.009;0.036;998;32;2.3;36.6;0.00041052
0.24;0.37;3.3;0.57;0.023;0.038;999;32;2.1;38;0
0.2;0.31;7.4;0.64;0.022;0.028;1000;31;2.5;41.9;0.027775511
0.23;0.4;6.2;0.95;0.02;0.03;1001;28;2.4;44.4;0.001884436
0.18;0.28;3.4;0.86;0.012;0.027;1002;32;2.5;41.1;0.001804081
0.23;0.29;7.1;1.05;0.013;0.034;1003;33;2.1;43.5;0.019710035
0.18;0.36;3.7;1.16;0.014;0.032;1004;31;2.1;35.7;0
0.18;0.29;2.8;0.57;0.012;0.034;1005;29;2.3;40.7;0.001542693
0.23;0.31;7.2;1.12;0.023;0.039;1006;31;2.8;40.9;0.013276689
0.16;0.28;6.2;0.58;0.016;0.031;1007;31;2.6;44.4;0.034251217
0.23;0.22;3.6;0.72;0.014;0.039;1008;30;2.8;41.3;0.008269479
0.22;0.3;7.4;0.99;0.02;0.039;1009;28;2;35.2;0.019646645
0.24;0.3;3.1;0.78;0.016;0.026;1010;31;2.8;38;0
0.19;0.3;3;1.29;0.015;0.034;1011;30;2.6;40;0
0.21;0.29;6;1.08;0.018;0.028;1012;33;2.3;43.9;0.011187321
0.23;0.36;7.9;1.14;0.02;0.029;1013;32;2.2;36.9;0.00708159
